"";"Chemin";"Positions";"Distance"
"ID353";"ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3 - Petrograd - Helsinski";"4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579|1023;-1533|820;-1435";4112,86527011435
"ID362";"Helsinski - Petrograd - ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36";"820;-1435|1023;-1533|1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178";4332,78571027397
"ID363";"ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3 - Petrograd - Helsinski";"4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579|1023;-1533|820;-1435";4332,78571027397
"Khabarovsk2";"Helsinski - Petrograd - ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk";"820;-1435|1023;-1533|1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146";4443,5105945593
"Khabarovsk3";"Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3 - Petrograd - Helsinski";"4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579|1023;-1533|820;-1435";4443,5105945593
"ID382";"Helsinski - Petrograd - ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38";"820;-1435|1023;-1533|1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222";4539,11394178104
"ID383";"ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3 - Petrograd - Helsinski";"4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579|1023;-1533|820;-1435";4539,11394178104
"Vladivostok2";"Helsinski - Petrograd - ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38 - Vladivostok";"820;-1435|1023;-1533|1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222|4777;-2450";4792,26211973221
"Vladivostok3";"Vladivostok - ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3 - Petrograd - Helsinski";"4777;-2450|4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579|1023;-1533|820;-1435";4792,26211973221
"ID402";"Helsinski - Petrograd - ID3 - Moscou - ID18 - Kazan - Perm - ID40";"820;-1435|1023;-1533|1146;-1579|1286;-1755|1584;-1884|1718;-1775|2039;-1686|2380;-1670";1753,57030470641
"ID403";"ID40 - Perm - Kazan - ID18 - Moscou - ID3 - Petrograd - Helsinski";"2380;-1670|2039;-1686|1718;-1775|1584;-1884|1286;-1755|1146;-1579|1023;-1533|820;-1435";1753,57030470641
"ID412";"Helsinski - Petrograd - ID3 - Moscou - ID18 - Kazan - Perm - ID40 - ID41";"820;-1435|1023;-1533|1146;-1579|1286;-1755|1584;-1884|1718;-1775|2039;-1686|2380;-1670|2517;-1715";1897,7715529673
"ID413";"ID41 - ID40 - Perm - Kazan - ID18 - Moscou - ID3 - Petrograd - Helsinski";"2517;-1715|2380;-1670|2039;-1686|1718;-1775|1584;-1884|1286;-1755|1146;-1579|1023;-1533|820;-1435";1897,7715529673
"Petrograd4";"ID3 - Petrograd";"1146;-1579|1023;-1533";131,320219311422
"Petrograd5";"Petrograd - ID3";"1023;-1533|1146;-1579";131,320219311422
"ID54";"ID3 - ID5";"1146;-1579|1092;-1269";314,668079092875
"ID55";"ID5 - ID3";"1092;-1269|1146;-1579";314,668079092875
"Archangel4";"ID3 - Moscou - Archangel";"1146;-1579|1286;-1755|1415;-1247";749,014161898799
"Archangel5";"Archangel - Moscou - ID3";"1415;-1247|1286;-1755|1146;-1579";749,014161898799
"Tallin4";"ID3 - Petrograd - Tallin";"1146;-1579|1023;-1533|874;-1552";281,526743803536
"Tallin5";"Tallin - Petrograd - ID3";"874;-1552|1023;-1533|1146;-1579";281,526743803536
"Riga4";"ID3 - Petrograd - Riga";"1146;-1579|1023;-1533|815;-1713";406,391119262689
"Riga5";"Riga - Petrograd - ID3";"815;-1713|1023;-1533|1146;-1579";406,391119262689
"Minsk4";"ID3 - Moscou - Minsk";"1146;-1579|1286;-1755|950;-1886";585,525248411666
"Minsk5";"Minsk - Moscou - ID3";"950;-1886|1286;-1755|1146;-1579";585,525248411666
"Br.Litovsk4";"ID3 - Petrograd - Riga - Br.Litovsk";"1146;-1579|1023;-1533|815;-1713|807;-1977";670,512303570196
"Br.Litovsk5";"Br.Litovsk - Riga - Petrograd - ID3";"807;-1977|815;-1713|1023;-1533|1146;-1579";670,512303570196
"Moscou4";"ID3 - Moscou";"1146;-1579|1286;-1755";224,89108474993
"Moscou5";"Moscou - ID3";"1286;-1755|1146;-1579";224,89108474993
"Kiev4";"ID3 - Moscou - Kiev";"1146;-1579|1286;-1755|1065;-2080";617,912712653535
"Kiev5";"Kiev - Moscou - ID3";"1065;-2080|1286;-1755|1146;-1579";617,912712653535
"Kharkov4";"ID3 - Moscou - Kharkov";"1146;-1579|1286;-1755|1218;-2126";602,071412975037
"Kharkov5";"Kharkov - Moscou - ID3";"1218;-2126|1286;-1755|1146;-1579";602,071412975037
"Sebastopol4";"ID3 - Moscou - Kharkov - Sebastopol";"1146;-1579|1286;-1755|1218;-2126|1155;-2369";853,105275232702
"Sebastopol5";"Sebastopol - Kharkov - Moscou - ID3";"1155;-2369|1218;-2126|1286;-1755|1146;-1579";853,105275232702
"Rostov4";"ID3 - Moscou - ID17 - Rostov";"1146;-1579|1286;-1755|1419;-1971|1382;-2252";761,979722444704
"Rostov5";"Rostov - ID17 - Moscou - ID3";"1382;-2252|1419;-1971|1286;-1755|1146;-1579";761,979722444704
"Tsaritsyn4";"ID3 - Moscou - ID17 - Tsaritsyn";"1146;-1579|1286;-1755|1419;-1971|1552;-2174";721,243348758237
"Tsaritsyn5";"Tsaritsyn - ID17 - Moscou - ID3";"1552;-2174|1419;-1971|1286;-1755|1146;-1579";721,243348758237
"ID174";"ID3 - Moscou - ID17";"1146;-1579|1286;-1755|1419;-1971";478,554247231201
"ID175";"ID17 - Moscou - ID3";"1419;-1971|1286;-1755|1146;-1579";478,554247231201
"ID184";"ID3 - Moscou - ID18";"1146;-1579|1286;-1755|1584;-1884";549,61404359331
"ID185";"ID18 - Moscou - ID3";"1584;-1884|1286;-1755|1146;-1579";549,61404359331
"Kazan4";"ID3 - Moscou - ID18 - Kazan";"1146;-1579|1286;-1755|1584;-1884|1718;-1775";722,347942987726
"Kazan5";"Kazan - ID18 - Moscou - ID3";"1718;-1775|1584;-1884|1286;-1755|1146;-1579";722,347942987726
"Samara4";"ID3 - Moscou - ID18 - Samara";"1146;-1579|1286;-1755|1584;-1884|1761;-1926";731,528858822857
"Samara5";"Samara - ID18 - Moscou - ID3";"1761;-1926|1584;-1884|1286;-1755|1146;-1579";731,528858822857
"ID244";"ID3 - Moscou - ID18 - Samara - ID24";"1146;-1579|1286;-1755|1584;-1884|1761;-1926|2204;-2274";1294,86978579337
"ID245";"ID24 - Samara - ID18 - Moscou - ID3";"2204;-2274|1761;-1926|1584;-1884|1286;-1755|1146;-1579";1294,86978579337
"Tashkent4";"ID3 - Moscou - ID18 - Samara - ID24 - Tashkent";"1146;-1579|1286;-1755|1584;-1884|1761;-1926|2204;-2274|2403;-2574";1654,87117467958
"Tashkent5";"Tashkent - ID24 - Samara - ID18 - Moscou - ID3";"2403;-2574|2204;-2274|1761;-1926|1584;-1884|1286;-1755|1146;-1579";1654,87117467958
"Perm4";"ID3 - Moscou - ID18 - Kazan - Perm";"1146;-1579|1286;-1755|1584;-1884|1718;-1775|2039;-1686";1055,45753456383
"Perm5";"Perm - Kazan - ID18 - Moscou - ID3";"2039;-1686|1718;-1775|1584;-1884|1286;-1755|1146;-1579";1055,45753456383
"Yekaterin...4";"ID3 - Moscou - ID18 - Kazan - Perm - Yekaterin...";"1146;-1579|1286;-1755|1584;-1884|1718;-1775|2039;-1686|2172;-1733";1196,51780537032
"Yekaterin...5";"Yekaterin... - Perm - Kazan - ID18 - Moscou - ID3";"2172;-1733|2039;-1686|1718;-1775|1584;-1884|1286;-1755|1146;-1579";1196,51780537032
"Omsk4";"ID3 - Moscou - ID18 - Samara - Omsk";"1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855";1568,54558505956
"Omsk5";"Omsk - Samara - ID18 - Moscou - ID3";"2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579";1568,54558505956
"Novosibirsk4";"ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk";"1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834";1900,21107919484
"Novosibirsk5";"Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3";"2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579";1900,21107919484
"Irkustk4";"ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk";"1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026";2746,56755430748
"Irkustk5";"Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3";"3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579";2746,56755430748
"ID315";"ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31";"1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901";2586,48944837166
"ID316";"ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3";"3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579";2586,48944837166
"ID324";"ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32";"1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077";3247,1721887247
"ID325";"ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3";"4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579";3247,1721887247
"ID334";"ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33";"1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923";3426,04924147323
"ID335";"ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3";"4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579";3426,04924147323
"ID344";"ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34";"1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949";3682,37130451112
"ID345";"ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3";"4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579";3682,37130451112
"ID354";"ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35";"1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021";3756,12766016946
"ID355";"ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3";"4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579";3756,12766016946
"ID364";"ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36";"1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178";3976,04810032908
"ID365";"ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3";"4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579";3976,04810032908
"Khabarovsk4";"ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk";"1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146";4086,77298461441
"Khabarovsk5";"Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3";"4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579";4086,77298461441
"ID384";"ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38";"1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222";4182,37633183615
"ID385";"ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3";"4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579";4182,37633183615
"Vladivostok4";"ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38 - Vladivostok";"1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222|4777;-2450";4435,52450978732
"Vladivostok5";"Vladivostok - ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3";"4777;-2450|4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579";4435,52450978732
"ID404";"ID3 - Moscou - ID18 - Kazan - Perm - ID40";"1146;-1579|1286;-1755|1584;-1884|1718;-1775|2039;-1686|2380;-1670";1396,83269476152
"ID405";"ID40 - Perm - Kazan - ID18 - Moscou - ID3";"2380;-1670|2039;-1686|1718;-1775|1584;-1884|1286;-1755|1146;-1579";1396,83269476152
"ID414";"ID3 - Moscou - ID18 - Kazan - Perm - ID40 - ID41";"1146;-1579|1286;-1755|1584;-1884|1718;-1775|2039;-1686|2380;-1670|2517;-1715";1541,03394302242
"ID415";"ID41 - ID40 - Perm - Kazan - ID18 - Moscou - ID3";"2517;-1715|2380;-1670|2039;-1686|1718;-1775|1584;-1884|1286;-1755|1146;-1579";1541,03394302242
"ID56";"Petrograd - ID3 - ID5";"1023;-1533|1146;-1579|1092;-1269";445,988298404297
"ID57";"ID5 - ID3 - Petrograd";"1092;-1269|1146;-1579|1023;-1533";445,988298404297
"Archangel6";"Petrograd - ID3 - Moscou - Archangel";"1023;-1533|1146;-1579|1286;-1755|1415;-1247";880,334381210221
"Archangel7";"Archangel - Moscou - ID3 - Petrograd";"1415;-1247|1286;-1755|1146;-1579|1023;-1533";880,334381210221
"Tallin6";"Petrograd - Tallin";"1023;-1533|874;-1552";150,206524492114
"Tallin7";"Tallin - Petrograd";"874;-1552|1023;-1533";150,206524492114
"Riga6";"Petrograd - Riga";"1023;-1533|815;-1713";275,070899951267
"Riga7";"Riga - Petrograd";"815;-1713|1023;-1533";275,070899951267
"Minsk6";"Petrograd - Riga - Minsk";"1023;-1533|815;-1713|950;-1886";494,511096815925
"Minsk7";"Minsk - Riga - Petrograd";"950;-1886|815;-1713|1023;-1533";494,511096815925
"Br.Litovsk6";"Petrograd - Riga - Br.Litovsk";"1023;-1533|815;-1713|807;-1977";539,192084258774
"Br.Litovsk7";"Br.Litovsk - Riga - Petrograd";"807;-1977|815;-1713|1023;-1533";539,192084258774
"Moscou6";"Petrograd - ID3 - Moscou";"1023;-1533|1146;-1579|1286;-1755";356,211304061352
"Moscou7";"Moscou - ID3 - Petrograd";"1286;-1755|1146;-1579|1023;-1533";356,211304061352
"Kiev6";"Petrograd - Riga - Minsk - Kiev";"1023;-1533|815;-1713|950;-1886|1065;-2080";720,034931476477
"Kiev7";"Kiev - Minsk - Riga - Petrograd";"1065;-2080|950;-1886|815;-1713|1023;-1533";720,034931476477
"Kharkov6";"Petrograd - ID3 - Moscou - Kharkov";"1023;-1533|1146;-1579|1286;-1755|1218;-2126";733,391632286459
"Kharkov7";"Kharkov - Moscou - ID3 - Petrograd";"1218;-2126|1286;-1755|1146;-1579|1023;-1533";733,391632286459
"Sebastopol6";"Petrograd - ID3 - Moscou - Kharkov - Sebastopol";"1023;-1533|1146;-1579|1286;-1755|1218;-2126|1155;-2369";984,425494544124
"Sebastopol7";"Sebastopol - Kharkov - Moscou - ID3 - Petrograd";"1155;-2369|1218;-2126|1286;-1755|1146;-1579|1023;-1533";984,425494544124
"Rostov6";"Petrograd - ID3 - Moscou - ID17 - Rostov";"1023;-1533|1146;-1579|1286;-1755|1419;-1971|1382;-2252";893,299941756126
"Rostov7";"Rostov - ID17 - Moscou - ID3 - Petrograd";"1382;-2252|1419;-1971|1286;-1755|1146;-1579|1023;-1533";893,299941756126
"Tsaritsyn6";"Petrograd - ID3 - Moscou - ID17 - Tsaritsyn";"1023;-1533|1146;-1579|1286;-1755|1419;-1971|1552;-2174";852,563568069659
"Tsaritsyn7";"Tsaritsyn - ID17 - Moscou - ID3 - Petrograd";"1552;-2174|1419;-1971|1286;-1755|1146;-1579|1023;-1533";852,563568069659
"ID176";"Petrograd - ID3 - Moscou - ID17";"1023;-1533|1146;-1579|1286;-1755|1419;-1971";609,874466542623
"ID177";"ID17 - Moscou - ID3 - Petrograd";"1419;-1971|1286;-1755|1146;-1579|1023;-1533";609,874466542623
"ID186";"Petrograd - ID3 - Moscou - ID18";"1023;-1533|1146;-1579|1286;-1755|1584;-1884";680,934262904732
"ID187";"ID18 - Moscou - ID3 - Petrograd";"1584;-1884|1286;-1755|1146;-1579|1023;-1533";680,934262904732
"Kazan6";"Petrograd - ID3 - Moscou - ID18 - Kazan";"1023;-1533|1146;-1579|1286;-1755|1584;-1884|1718;-1775";853,668162299148
"Kazan7";"Kazan - ID18 - Moscou - ID3 - Petrograd";"1718;-1775|1584;-1884|1286;-1755|1146;-1579|1023;-1533";853,668162299148
"Samara6";"Petrograd - ID3 - Moscou - ID18 - Samara";"1023;-1533|1146;-1579|1286;-1755|1584;-1884|1761;-1926";862,849078134279
"Samara7";"Samara - ID18 - Moscou - ID3 - Petrograd";"1761;-1926|1584;-1884|1286;-1755|1146;-1579|1023;-1533";862,849078134279
"ID246";"Petrograd - ID3 - Moscou - ID18 - Samara - ID24";"1023;-1533|1146;-1579|1286;-1755|1584;-1884|1761;-1926|2204;-2274";1426,19000510479
"ID247";"ID24 - Samara - ID18 - Moscou - ID3 - Petrograd";"2204;-2274|1761;-1926|1584;-1884|1286;-1755|1146;-1579|1023;-1533";1426,19000510479
"Tashkent6";"Petrograd - ID3 - Moscou - ID18 - Samara - ID24 - Tashkent";"1023;-1533|1146;-1579|1286;-1755|1584;-1884|1761;-1926|2204;-2274|2403;-2574";1786,191393991
"Tashkent7";"Tashkent - ID24 - Samara - ID18 - Moscou - ID3 - Petrograd";"2403;-2574|2204;-2274|1761;-1926|1584;-1884|1286;-1755|1146;-1579|1023;-1533";1786,191393991
"Perm6";"Petrograd - ID3 - Moscou - ID18 - Kazan - Perm";"1023;-1533|1146;-1579|1286;-1755|1584;-1884|1718;-1775|2039;-1686";1186,77775387525
"Perm7";"Perm - Kazan - ID18 - Moscou - ID3 - Petrograd";"2039;-1686|1718;-1775|1584;-1884|1286;-1755|1146;-1579|1023;-1533";1186,77775387525
"Yekaterin...6";"Petrograd - ID3 - Moscou - ID18 - Kazan - Perm - Yekaterin...";"1023;-1533|1146;-1579|1286;-1755|1584;-1884|1718;-1775|2039;-1686|2172;-1733";1327,83802468174
"Yekaterin...7";"Yekaterin... - Perm - Kazan - ID18 - Moscou - ID3 - Petrograd";"2172;-1733|2039;-1686|1718;-1775|1584;-1884|1286;-1755|1146;-1579|1023;-1533";1327,83802468174
"Omsk6";"Petrograd - ID3 - Moscou - ID18 - Samara - Omsk";"1023;-1533|1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855";1699,86580437098
"Omsk7";"Omsk - Samara - ID18 - Moscou - ID3 - Petrograd";"2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579|1023;-1533";1699,86580437098
"Novosibirsk6";"Petrograd - ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk";"1023;-1533|1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834";2031,53129850626
"Novosibirsk7";"Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3 - Petrograd";"2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579|1023;-1533";2031,53129850626
"Irkustk6";"Petrograd - ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk";"1023;-1533|1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026";2877,8877736189
"Irkustk7";"Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3 - Petrograd";"3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579|1023;-1533";2877,8877736189
"ID317";"Petrograd - ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31";"1023;-1533|1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901";2717,80966768308
"ID318";"ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3 - Petrograd";"3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579|1023;-1533";2717,80966768308
"ID326";"Petrograd - ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32";"1023;-1533|1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077";3378,49240803612
"ID327";"ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3 - Petrograd";"4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579|1023;-1533";3378,49240803612
"ID336";"Petrograd - ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33";"1023;-1533|1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923";3557,36946078465
"ID337";"ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3 - Petrograd";"4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579|1023;-1533";3557,36946078465
"ID346";"Petrograd - ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34";"1023;-1533|1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949";3813,69152382254
"ID347";"ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3 - Petrograd";"4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579|1023;-1533";3813,69152382254
"ID356";"Petrograd - ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35";"1023;-1533|1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021";3887,44787948089
"ID357";"ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - Moscou - ID3 - Petrograd";"4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1286;-1755|1146;-1579|1023;-1533";3887,44787948089
"ID366";"Petrograd - ID3 - Moscou - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36";"1023;-1533|1146;-1579|1286;-1755|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178";4107,3683196405
